LOCATION,INDICATOR,,FREQUENCY,TIME,Flag Codes,Tons of Beef,Beef kg/cap,Tons of Pork,Pork kg/cap,Tons of Poultry,Poultry kg/cap,Tons of Sheep,Sheep kg/cap
ARG,MEATCONSUMP,,A,1990,,2588.922,55.559,153.631,3.674,321,8.66,84.597,2.282
ARG,MEATCONSUMP,,A,1991,,2448.667,51.817,153.161,3.612,333.8,8.88,88.231,2.347
ARG,MEATCONSUMP,,A,1992,,2441.882,50.98,192.864,4.487,382.04,10.027,72.156,1.894
ARG,MEATCONSUMP,,A,1993,,2507.867,51.678,211.257,4.851,596.1,15.442,72.133,1.869
ARG,MEATCONSUMP,,A,1994,,2388.224,48.594,213.326,4.837,719.01,18.392,92.807,2.374
ARG,MEATCONSUMP,,A,1995,,2173.938,43.693,227.095,5.086,738.595,18.662,88.377,2.233
ARG,MEATCONSUMP,,A,1996,,2226.499,44.219,220.9,4.889,786.219,19.63,71.567,1.787
ARG,MEATCONSUMP,,A,1997,,2285.148,44.86,217,4.747,770.086,19.005,65.847,1.625
ARG,MEATCONSUMP,,A,1998,,2144.908,41.633,253.12,5.475,811.557,19.803,58.239,1.421
ARG,MEATCONSUMP,,A,1999,,2383.908,45.76,287.452,6.148,954.823,23.041,55.352,1.336
ARG,MEATCONSUMP,,A,2000,,2385.107,45.282,283.104,5.989,959.578,22.902,59.164,1.412
ARG,MEATCONSUMP,,A,2001,,2342.406,43.988,228.557,4.783,932.888,22.024,59.153,1.397
ARG,MEATCONSUMP,,A,2002,,2180.404,40.505,214.715,4.445,660.456,15.424,58.38,1.363
ARG,MEATCONSUMP,,A,2003,,2277.857,41.864,192.947,3.951,697.746,16.121,56.665,1.309
ARG,MEATCONSUMP,,A,2004,,2403.58,43.711,209.955,4.255,826.192,18.888,55.104,1.26
ARG,MEATCONSUMP,,A,2005,,2379.357,42.824,240.605,4.825,934.525,21.145,52.502,1.188
ARG,MEATCONSUMP,,A,2006,,2475.541,44.105,298.71,5.93,1086.653,24.338,51.653,1.157
ARG,MEATCONSUMP,,A,2007,,2687.746,47.41,307.536,6.045,1160.856,25.742,53.059,1.177
ARG,MEATCONSUMP,,A,2008,,2705.482,47.251,304.846,5.933,1273.18,27.954,50.21,1.102
ARG,MEATCONSUMP,,A,2009,,2715.874,46.961,332.953,6.415,1367.82,29.733,47.773,1.039
ARG,MEATCONSUMP,,A,2010,,2314.788,39.622,321.78,6.137,1464.41,31.511,47.965,1.032
ARG,MEATCONSUMP,,A,2011,,2266.864,38.402,348.663,6.582,1643.89,35.01,51.034,1.087
ARG,MEATCONSUMP,,A,2012,,2414.409,40.476,355.2,6.635,1749.15,36.864,56.101,1.182
ARG,MEATCONSUMP,,A,2013,,2655.708,44.056,426.242,7.879,1711.1,35.685,55.215,1.152
ARG,MEATCONSUMP,,A,2014,,2494.649,40.956,438.752,8.026,1777.8,36.692,59.113,1.22
ARG,MEATCONSUMP,,A,2015,,2527.844,41.079,476.638,8.631,1921.4,39.253,56.136,1.147
ARG,MEATCONSUMP,,A,2016,,2426.619,39.042,539.605,9.674,1924.5,38.925,50.032,1.012
ARG,MEATCONSUMP,,A,2017,,2484,39.575,587,10.421,1914.4,38.343,48.354,0.969
ARG,MEATCONSUMP,,A,2018,,2464,38.881,628.692,11.054,1939,38.464,48.854,0.969
ARG,MEATCONSUMP,,A,2019,,2430,37.985,653,11.374,1929.665,37.921,49.354,0.97
AUS,MEATCONSUMP,,A,1990,,0,0,0,0,425.003,22.051,366.452,19.013
AUS,MEATCONSUMP,,A,1991,,686.147,27.942,319.998,14.521,436.571,22.35,379.246,19.415
AUS,MEATCONSUMP,,A,1992,,656.427,26.405,340.376,15.256,443.68,22.436,355.184,17.961
AUS,MEATCONSUMP,,A,1993,,663.141,26.37,340.375,15.082,476.22,23.807,349.866,17.49
AUS,MEATCONSUMP,,A,1994,,652.496,25.662,357.027,15.646,494.982,24.473,374.265,18.505
AUS,MEATCONSUMP,,A,1995,,656.123,25.526,361.071,15.652,495.162,24.217,309.057,15.115
AUS,MEATCONSUMP,,A,1996,,713.345,27.453,337.618,14.478,508.785,24.615,305.815,14.795
AUS,MEATCONSUMP,,A,1997,,761.754,29,350.254,14.858,538.887,25.791,314.725,15.063
AUS,MEATCONSUMP,,A,1998,,710.694,26.765,363.562,15.257,583.855,27.643,326.886,15.476
AUS,MEATCONSUMP,,A,1999,,754.07,28.095,365.969,15.193,597.853,28.002,325.594,15.25
AUS,MEATCONSUMP,,A,2000,,719.378,26.515,381.067,15.651,640.563,29.682,353.24,16.368
AUS,MEATCONSUMP,,A,2001,,674.711,24.606,366.46,14.892,637.465,29.225,326.689,14.977
AUS,MEATCONSUMP,,A,2002,,700.181,25.263,408.37,16.418,716.384,32.494,303.789,13.779
AUS,MEATCONSUMP,,A,2003,,727.715,25.958,442.616,17.593,700.391,31.407,271.012,12.153
AUS,MEATCONSUMP,,A,2004,,815.597,28.719,451.583,17.718,741.201,32.81,270.734,11.984
AUS,MEATCONSUMP,,A,2005,,783.783,27.19,487.989,18.863,781.743,34.092,274.981,11.992
AUS,MEATCONSUMP,,A,2006,,792.609,27.03,484.445,18.409,820.738,35.187,288.541,12.37
AUS,MEATCONSUMP,,A,2007,,722.101,24.166,542.241,20.221,826.416,34.769,299.167,12.587
AUS,MEATCONSUMP,,A,2008,,711.36,23.343,524.288,19.17,806.28,33.261,266.458,10.992
AUS,MEATCONSUMP,,A,2009,,728.772,23.454,550.576,19.744,829.954,33.578,255.413,10.334
AUS,MEATCONSUMP,,A,2010,,801.045,25.31,571.745,20.129,947.731,37.645,225.907,8.973
AUS,MEATCONSUMP,,A,2011,,749.784,23.287,563.032,19.486,1011.635,39.499,206.07,8.046
AUS,MEATCONSUMP,,A,2012,,734.056,22.435,602.02,20.502,1049.383,40.319,227.034,8.723
AUS,MEATCONSUMP,,A,2013,,788.813,23.744,593.293,19.9,1061.305,40.161,230.507,8.723
AUS,MEATCONSUMP,,A,2014,,761.393,22.587,610.312,20.174,1094.188,40.806,217.634,8.116
AUS,MEATCONSUMP,,A,2015,,701.529,20.519,667.964,21.77,1141.933,41.989,254.168,9.346
AUS,MEATCONSUMP,,A,2016,,674.949,19.473,665.656,21.4,1227.258,44.512,234.352,8.5
AUS,MEATCONSUMP,,A,2017,,746.355,21.251,695.361,22.062,1211.037,43.349,216.656,7.755
AUS,MEATCONSUMP,,A,2018,,710.146,19.965,682.955,21.395,1198.318,42.353,197.556,6.982
AUS,MEATCONSUMP,,A,2019,,709.223,19.698,654.379,20.252,1245.5,43.488,177,6.18
BRA,MEATCONSUMP,,A,1990,,4441.969,20.868,1062.5,5.562,2118.732,12.513,114.398,0.676
BRA,MEATCONSUMP,,A,1991,,4480.047,20.68,1111.6,5.718,2380.605,13.814,115.839,0.672
BRA,MEATCONSUMP,,A,1992,,4526.875,20.542,1148.8,5.809,2572.767,14.677,117.003,0.668
BRA,MEATCONSUMP,,A,1993,,4663.653,20.813,1207.3,6.004,2708.908,15.198,122.806,0.689
BRA,MEATCONSUMP,,A,1994,,5297.496,23.259,1268,6.204,3007.8,16.602,120.3,0.664
BRA,MEATCONSUMP,,A,1995,,5996.039,25.906,1404.1,6.76,3711.853,20.161,129.149,0.702
BRA,MEATCONSUMP,,A,1996,,6224.332,26.468,1545.3,7.322,3578.253,19.129,103.502,0.553
BRA,MEATCONSUMP,,A,1997,,5903.084,24.713,1459.943,6.81,3917.06,20.615,106.761,0.562
BRA,MEATCONSUMP,,A,1998,,5689.546,23.457,1572.929,7.226,4338.278,22.485,108.742,0.564
BRA,MEATCONSUMP,,A,1999,,6142.739,24.953,1600.715,7.246,4860.652,24.823,114.288,0.584
BRA,MEATCONSUMP,,A,2000,,6301.641,25.237,2411.059,10.759,5176.023,26.059,109.31,0.55
BRA,MEATCONSUMP,,A,2001,,6326.587,24.993,2498.141,10.997,5059.204,25.125,104.733,0.52
BRA,MEATCONSUMP,,A,2002,,6591.21,25.699,2419.18,10.51,5535.409,27.132,101.598,0.498
BRA,MEATCONSUMP,,A,2003,,7712.832,29.696,2234.046,9.585,5907.974,28.596,100.595,0.487
BRA,MEATCONSUMP,,A,2004,,7275.638,27.678,2142.913,9.084,6304.614,30.151,108.379,0.518
BRA,MEATCONSUMP,,A,2005,,7902.987,29.722,2123.527,8.899,5166.996,24.429,110.097,0.521
BRA,MEATCONSUMP,,A,2006,,8623.834,32.082,2452.498,10.166,5615.413,26.262,113.472,0.531
BRA,MEATCONSUMP,,A,2007,,8354.419,30.758,2436.801,9.997,5959.553,27.583,114.538,0.53
BRA,MEATCONSUMP,,A,2008,,7403.42,26.987,2547.631,10.348,6876.862,31.514,116.222,0.533
BRA,MEATCONSUMP,,A,2009,,7110.986,25.673,2648.022,10.653,6653.042,30.196,115.367,0.524
BRA,MEATCONSUMP,,A,2010,,7360.084,26.325,2762.815,11.011,8676.876,39.014,117.664,0.529
BRA,MEATCONSUMP,,A,2011,,7309.01,25.903,2949.965,11.65,9090.358,40.501,118.276,0.527
BRA,MEATCONSUMP,,A,2012,,7448.019,26.161,2981.47,11.669,9021.138,39.835,120.769,0.533
BRA,MEATCONSUMP,,A,2013,,7973.897,27.765,2971.85,11.531,8980.604,39.311,124.657,0.546
BRA,MEATCONSUMP,,A,2014,,7543.149,26.041,3200.516,12.312,9156.336,39.739,126.112,0.547
BRA,MEATCONSUMP,,A,2015,,7293.165,24.968,3194.714,12.187,9519.466,40.97,128.996,0.555
BRA,MEATCONSUMP,,A,2016,,7478.075,25.391,3092.877,11.702,9445.025,40.316,128.481,0.548
BRA,MEATCONSUMP,,A,2017,,7533.468,25.373,3237.152,12.149,9660.953,40.906,125.621,0.532
BRA,MEATCONSUMP,,A,2018,,7559.782,25.263,3413.437,12.711,9547.336,40.109,124.53,0.523
BRA,MEATCONSUMP,,A,2019,,7593.866,25.187,3476.422,12.848,9664.7,40.298,124.7,0.52
BRICS,MEATCONSUMP,,A,1990,,8286.873,2.436,24175.636,7.919,3066.132,1.133,885.748,0.327
BRICS,MEATCONSUMP,,A,1991,,8559.054,2.477,25894.161,8.349,7356.861,2.676,2073.792,0.754
BRICS,MEATCONSUMP,,A,1992,,13340.869,3.805,27947.434,8.881,9612.051,3.446,2511.329,0.9
BRICS,MEATCONSUMP,,A,1993,,13600.126,3.826,32944.001,10.327,11041.067,3.905,2654.928,0.939
BRICS,MEATCONSUMP,,A,1994,,14441.263,4.01,35380.463,10.946,12595.3,4.396,2739.124,0.956
BRICS,MEATCONSUMP,,A,1995,,15396.117,4.22,36096.111,11.025,15273.178,5.263,2976.168,1.026
BRICS,MEATCONSUMP,,A,1996,,15529.254,4.204,35819.917,10.804,15307.829,5.209,2981.865,1.015
BRICS,MEATCONSUMP,,A,1997,,16056.564,4.293,40071.391,11.939,17122.026,5.755,3290.578,1.106
BRICS,MEATCONSUMP,,A,1998,,15995.85,4.226,43039.113,12.671,18454.077,6.129,3492.451,1.16
BRICS,MEATCONSUMP,,A,1999,,16398.419,4.283,43055.626,12.53,19629.892,6.445,3648.376,1.198
BRICS,MEATCONSUMP,,A,2000,,15970.187,4.124,44476.811,12.799,20683.936,6.715,3756.798,1.22
BRICS,MEATCONSUMP,,A,2001,,16314.671,4.168,45421.033,12.93,21070.001,6.767,3781.404,1.215
BRICS,MEATCONSUMP,,A,2002,,16837.834,4.257,46353.328,13.058,22062.319,7.012,3908.645,1.242
BRICS,MEATCONSUMP,,A,2003,,18125.562,4.536,47139.123,13.144,23124.12,7.274,4134.678,1.301
BRICS,MEATCONSUMP,,A,2004,,17848.073,4.422,47896.094,13.222,23534.355,7.33,4427.33,1.379
BRICS,MEATCONSUMP,,A,2005,,18633.946,4.571,50190.312,13.719,23939.348,7.383,4640.633,1.431
BRICS,MEATCONSUMP,,A,2006,,19352.521,4.702,51784.662,14.019,25213.367,7.701,4823.137,1.473
BRICS,MEATCONSUMP,,A,2007,,19742.329,4.751,48832.721,13.094,27335.116,8.269,5095.314,1.541
BRICS,MEATCONSUMP,,A,2008,,18999.332,4.529,52989.073,14.076,29741.324,8.913,5084.929,1.524
BRICS,MEATCONSUMP,,A,2009,,18678.308,4.412,55823.948,14.692,30366.58,9.017,5105.991,1.516
BRICS,MEATCONSUMP,,A,2010,,18721.683,4.382,57942.846,15.113,32885.863,9.677,5282.508,1.554
BRICS,MEATCONSUMP,,A,2011,,18313.718,4.249,58706.839,15.177,34164.764,9.965,5241.974,1.529
BRICS,MEATCONSUMP,,A,2012,,18541.139,4.264,61862.684,15.854,36092.437,10.436,5363.931,1.551
BRICS,MEATCONSUMP,,A,2013,,18695.695,4.264,63866.628,16.229,36346.102,10.42,5580.479,1.6
BRICS,MEATCONSUMP,,A,2014,,18068.881,4.086,65825.339,16.588,36421.19,10.355,5815.566,1.653
BRICS,MEATCONSUMP,,A,2015,,18089.827,4.058,64436.285,16.106,37974.557,10.709,5861.998,1.653
BRICS,MEATCONSUMP,,A,2016,,18329.004,4.079,63334.222,15.704,38898.864,10.882,6067.628,1.697
BRICS,MEATCONSUMP,,A,2017,,18524.06,4.09,63405.103,15.6,39384.172,10.932,6150.812,1.707
BRICS,MEATCONSUMP,,A,2018,,19071.018,4.179,63085.861,15.405,40545.782,11.17,6253.285,1.723
BRICS,MEATCONSUMP,,A,2019,,20025.157,4.357,52687.233,12.773,43581.362,11.92,6490.378,1.775
CAN,MEATCONSUMP,,A,1990,,983.68,25.002,727.255,20.597,764.27,24.42,22.96,0.734
CAN,MEATCONSUMP,,A,1991,,974.36,24.456,728.207,20.367,773.108,24.395,24.33,0.768
CAN,MEATCONSUMP,,A,1992,,960.85,23.83,808.46,22.342,783.331,24.423,23.88,0.745
CAN,MEATCONSUMP,,A,1993,,930.05,22.805,796.018,21.749,812.23,25.037,24.52,0.756
CAN,MEATCONSUMP,,A,1994,,957.6,23.226,827.632,22.368,873.857,26.645,23.83,0.727
CAN,MEATCONSUMP,,A,1995,,971.12,23.309,818.604,21.894,872.418,26.324,23.75,0.717
CAN,MEATCONSUMP,,A,1996,,969.93,23.048,773.374,20.478,874.623,26.128,22.33,0.667
CAN,MEATCONSUMP,,A,1997,,981.77,23.106,763.96,20.035,899.54,26.615,22.13,0.655
CAN,MEATCONSUMP,,A,1998,,1002.7,23.379,869.679,22.595,928.175,27.206,25.01,0.733
CAN,MEATCONSUMP,,A,1999,,1030.28,23.8,919.533,23.669,977.779,28.395,26.06,0.757
CAN,MEATCONSUMP,,A,2000,,1022.99,23.411,885.382,22.577,1032.593,29.707,28.95,0.833
CAN,MEATCONSUMP,,A,2001,,992.56,22.5,902.857,22.805,1084.031,30.892,32.09,0.915
CAN,MEATCONSUMP,,A,2002,,998.37,22.415,877.462,21.952,1105.847,31.212,32.37,0.914
CAN,MEATCONSUMP,,A,2003,,1064.09,23.655,799.766,19.811,1121.281,31.337,34.2,0.956
CAN,MEATCONSUMP,,A,2004,,1032.22,22.711,856.796,21.006,1140.872,31.556,35.32,0.977
CAN,MEATCONSUMP,,A,2005,,1010.613,21.994,748.344,18.148,1158.232,31.689,36.03,0.986
CAN,MEATCONSUMP,,A,2006,,1009.173,21.711,769.274,18.442,1180.521,31.929,39.52,1.069
CAN,MEATCONSUMP,,A,2007,,1041.813,22.146,831.488,19.695,1197.88,32.011,40.14,1.073
CAN,MEATCONSUMP,,A,2008,,1022.674,21.473,799.289,18.701,1215.376,32.082,38.85,1.026
CAN,MEATCONSUMP,,A,2009,,985.09,20.434,799.596,18.482,1214.82,31.679,38.86,1.013
CAN,MEATCONSUMP,,A,2010,,990.53,20.305,756.515,17.28,1216.157,31.341,36.98,0.953
CAN,MEATCONSUMP,,A,2011,,977.16,19.804,741.303,16.741,1190.316,30.327,36.53,0.931
CAN,MEATCONSUMP,,A,2012,,998.39,20.012,780.582,17.435,1193.105,30.065,33.59,0.846
CAN,MEATCONSUMP,,A,2013,,999.02,19.813,738.781,16.326,1217.451,30.353,35.17,0.877
CAN,MEATCONSUMP,,A,2014,,977.06,19.177,735.828,16.093,1262.945,31.163,37.31,0.921
CAN,MEATCONSUMP,,A,2015,,907.51,17.633,831.106,17.994,1332.865,32.557,37.42,0.914
CAN,MEATCONSUMP,,A,2016,,952,18.316,745.217,15.976,1372.117,33.188,38.4,0.929
CAN,MEATCONSUMP,,A,2017,,958.86,18.273,771.11,16.374,1394.681,33.413,40.53,0.971
CAN,MEATCONSUMP,,A,2018,,975.67,18.422,808.051,17,1464.571,34.836,43.04,1.022
CAN,MEATCONSUMP,,A,2019,,941.857,17.623,779.849,16.259,1501.96,35.33,41.592,0.978
CHE,MEATCONSUMP,,A,1990,,174.454,18.356,272.614,31.962,73.642,9.741,12.421,1.643
CHE,MEATCONSUMP,,A,1991,,178.329,18.579,269.313,31.265,77.682,10.174,12.278,1.608
CHE,MEATCONSUMP,,A,1992,,178.329,18.377,267.294,30.692,75.81,9.821,12.778,1.655
CHE,MEATCONSUMP,,A,1993,,172.508,17.58,264.267,30.009,74.649,9.564,12.598,1.614
CHE,MEATCONSUMP,,A,1994,,158.393,15.98,249.373,28.034,79.76,10.116,12.435,1.577
CHE,MEATCONSUMP,,A,1995,,158.188,15.829,256.135,28.559,79.174,9.96,12.417,1.562
CHE,MEATCONSUMP,,A,1996,,161.38,16.051,236.506,26.211,85.761,10.723,13.196,1.65
CHE,MEATCONSUMP,,A,1997,,161.559,15.999,233.996,25.821,86.538,10.774,13.708,1.707
CHE,MEATCONSUMP,,A,1998,,159.098,15.704,246.353,27.096,88.38,10.967,13.217,1.64
CHE,MEATCONSUMP,,A,1999,,157.971,15.542,242.722,26.609,87.14,10.778,12.761,1.578
CHE,MEATCONSUMP,,A,2000,,149.838,14.682,242.13,26.437,95.849,11.807,14.326,1.765
CHE,MEATCONSUMP,,A,2001,,149.105,14.538,243.926,26.502,101.663,12.462,13.139,1.611
CHE,MEATCONSUMP,,A,2002,,152.466,14.781,247.254,26.71,104.623,12.751,13.286,1.619
CHE,MEATCONSUMP,,A,2003,,150.595,14.504,244.64,26.253,108.334,13.116,13.491,1.633
CHE,MEATCONSUMP,,A,2004,,151.008,14.433,244.004,25.987,108.223,13.004,13.628,1.638
CHE,MEATCONSUMP,,A,2005,,153.487,14.545,249.679,26.365,105.358,12.551,13.069,1.557
CHE,MEATCONSUMP,,A,2006,,158.191,14.848,255.796,26.753,101.036,11.922,12.716,1.5
CHE,MEATCONSUMP,,A,2007,,157.752,14.651,254.993,26.389,117.117,13.674,12.208,1.425
CHE,MEATCONSUMP,,A,2008,,166.453,15.285,254.33,26.024,126.15,14.563,12.072,1.394
CHE,MEATCONSUMP,,A,2009,,166.63,15.121,252.402,25.522,127.477,14.543,11.75,1.34
CHE,MEATCONSUMP,,A,2010,,172.565,15.469,262.708,26.242,128.922,14.529,12.012,1.354
CHE,MEATCONSUMP,,A,2011,,176.419,15.618,260.236,25.672,132.524,14.749,12.124,1.349
CHE,MEATCONSUMP,,A,2012,,174.004,15.21,249.24,24.277,133.707,14.693,11.759,1.292
CHE,MEATCONSUMP,,A,2013,,166.115,14.34,249.456,23.995,137.191,14.888,11.299,1.226
CHE,MEATCONSUMP,,A,2014,,166.367,14.192,255.997,24.333,144.882,15.537,12.44,1.334
CHE,MEATCONSUMP,,A,2015,,164.041,13.84,249.287,23.436,148.408,15.741,12.342,1.309
CHE,MEATCONSUMP,,A,2016,,167.048,13.954,249.076,23.184,151.469,15.906,12.572,1.32
CHE,MEATCONSUMP,,A,2017,,162.048,13.415,248.78,22.949,148.967,15.503,11.557,1.203
CHE,MEATCONSUMP,,A,2018,,162.048,13.305,246.98,22.596,142.086,14.666,11.551,1.192
CHE,MEATCONSUMP,,A,2019,,161.657,13.171,248.325,22.545,143.798,14.729,11.551,1.183
CHL,MEATCONSUMP,,A,1990,,245.329,12.969,121.653,7.166,117.82,7.83,12.247,0.814
CHL,MEATCONSUMP,,A,1991,,241.618,12.568,121.191,7.024,132.23,8.647,13.413,0.877
CHL,MEATCONSUMP,,A,1992,,236.37,12.103,131.465,7.501,200.019,12.875,14.829,0.955
CHL,MEATCONSUMP,,A,1993,,269.71,13.6,144.087,8.096,239.364,15.173,14.222,0.902
CHL,MEATCONSUMP,,A,1994,,293.038,14.557,156.661,8.672,267.163,16.684,12.593,0.786
CHL,MEATCONSUMP,,A,1995,,323.359,15.833,171.048,9.332,311.464,19.172,11.807,0.727
CHL,MEATCONSUMP,,A,1996,,340.588,16.445,182.829,9.836,330.431,20.057,11.669,0.708
CHL,MEATCONSUMP,,A,1997,,366.935,17.479,198.232,10.522,331.957,19.879,12.36,0.74
CHL,MEATCONSUMP,,A,1998,,349.254,16.421,221.179,11.588,361.905,21.392,12.983,0.767
CHL,MEATCONSUMP,,A,1999,,331.723,15.401,238.122,12.319,371.195,21.666,13.167,0.769
CHL,MEATCONSUMP,,A,2000,,341.398,15.658,246.997,12.623,405.449,23.377,12.659,0.73
CHL,MEATCONSUMP,,A,2001,,310.086,14.054,269.988,13.635,434.867,24.777,10.935,0.623
CHL,MEATCONSUMP,,A,2002,,328.07,14.699,268.607,13.41,417.53,23.517,10.871,0.612
CHL,MEATCONSUMP,,A,2003,,358.746,15.894,288.035,14.22,423.418,23.584,9.649,0.537
CHL,MEATCONSUMP,,A,2004,,374.294,16.402,273.443,13.352,470.558,25.923,9.393,0.518
CHL,MEATCONSUMP,,A,2005,,402.396,17.445,286.72,13.85,472.022,25.725,9.002,0.491
CHL,MEATCONSUMP,,A,2006,,352.717,15.129,340.052,16.253,545.281,29.403,10.885,0.587
CHL,MEATCONSUMP,,A,2007,,382.094,16.218,354.272,16.756,569.229,30.374,11.086,0.592
CHL,MEATCONSUMP,,A,2008,,359.767,15.115,387.557,18.143,542.431,28.649,12.349,0.652
CHL,MEATCONSUMP,,A,2009,,364.325,15.154,371.417,17.214,525.273,27.466,10.688,0.559
CHL,MEATCONSUMP,,A,2010,,374.144,15.412,385.464,17.693,560.75,29.038,9.448,0.489
CHL,MEATCONSUMP,,A,2011,,347.028,14.162,409.99,18.643,614.971,31.549,10.466,0.537
CHL,MEATCONSUMP,,A,2012,,362.875,14.675,435.064,19.605,623.237,31.684,10.468,0.532
CHL,MEATCONSUMP,,A,2013,,428.119,17.161,440.728,19.686,640.473,32.275,8.559,0.431
CHL,MEATCONSUMP,,A,2014,,442.921,17.602,406.904,18.019,640.981,32.024,9.517,0.476
CHL,MEATCONSUMP,,A,2015,,442.557,17.441,401.292,17.622,684.746,33.924,9.292,0.46
CHL,MEATCONSUMP,,A,2016,,482.422,18.855,419.327,18.262,730.445,35.891,8.534,0.419
CHL,MEATCONSUMP,,A,2017,,452.611,17.548,449.268,19.409,737.922,35.967,8.81,0.429
CHL,MEATCONSUMP,,A,2018,,485.34,18.67,570.941,24.473,751.871,36.36,8.643,0.418
CHL,MEATCONSUMP,,A,2019,,527,20.118,578,24.587,753,36.138,10.12,0.486
CHN,MEATCONSUMP,,A,1990,,1074.938,0.639,22569.99,14.959,0,0,0,0
CHN,MEATCONSUMP,,A,1991,,1278.732,0.75,24242.131,15.851,3928.558,2.898,1177.752,0.869
CHN,MEATCONSUMP,,A,1992,,1725.372,1.001,26224.895,16.951,4479.748,3.267,1248.4,0.91
CHN,MEATCONSUMP,,A,1993,,2186.401,1.256,28374.406,18.159,5722.122,4.131,1371.189,0.99
CHN,MEATCONSUMP,,A,1994,,2676.4,1.523,31025.051,19.674,6566.2,4.698,1479.1,1.058
CHN,MEATCONSUMP,,A,1995,,3463.373,1.954,31721.453,19.939,8380.38,5.943,1745.15,1.238
CHN,MEATCONSUMP,,A,1996,,3476.646,1.944,31365.242,19.546,8416.131,5.917,1812.294,1.274
CHN,MEATCONSUMP,,A,1997,,4329.813,2.402,35777.156,22.113,9676.612,6.748,2130.744,1.486
CHN,MEATCONSUMP,,A,1998,,4726.792,2.601,38661.555,23.708,10756.478,7.442,2352.357,1.627
CHN,MEATCONSUMP,,A,1999,,5013.457,2.739,38839.586,23.64,11270.593,7.739,2519.983,1.73
CHN,MEATCONSUMP,,A,2000,,4949.386,2.685,39686.121,23.986,12244.767,8.35,2663.427,1.816
CHN,MEATCONSUMP,,A,2001,,5040.833,2.716,40418.469,24.267,11941.14,8.089,2704.65,1.832
CHN,MEATCONSUMP,,A,2002,,5196.594,2.782,41115.684,24.531,12059.592,8.118,2830.081,1.905
CHN,MEATCONSUMP,,A,2003,,5382.253,2.864,42155.184,24.999,12608.265,8.436,3067.875,2.053
CHN,MEATCONSUMP,,A,2004,,5534.334,2.928,42952.356,25.322,12449.588,8.28,3291.055,2.189
CHN,MEATCONSUMP,,A,2005,,5578.666,2.934,45083.965,26.425,13392.821,8.856,3461.319,2.289
CHN,MEATCONSUMP,,A,2006,,5646.492,2.953,46145.875,26.893,13830.221,9.093,3594.509,2.363
CHN,MEATCONSUMP,,A,2007,,6013.338,3.127,42750.723,24.774,14920.952,9.755,3801.743,2.486
CHN,MEATCONSUMP,,A,2008,,6044.516,3.126,46534.063,26.815,15920.892,10.351,3792.314,2.466
CHN,MEATCONSUMP,,A,2009,,6209.607,3.193,49378.426,28.296,16443.028,10.631,3899.327,2.521
CHN,MEATCONSUMP,,A,2010,,6231.916,3.187,51488.337,29.34,16754.617,10.771,4036.742,2.595
CHN,MEATCONSUMP,,A,2011,,6042.417,3.073,51740.453,29.319,17087.698,10.924,4005.576,2.561
CHN,MEATCONSUMP,,A,2012,,6142.148,3.106,54911.485,30.943,18309.687,11.64,4128.894,2.625
CHN,MEATCONSUMP,,A,2013,,6422.506,3.23,56738.713,31.796,18113.205,11.452,4336.856,2.742
CHN,MEATCONSUMP,,A,2014,,6440.543,3.222,58704.595,32.72,17522.478,11.018,4560.503,2.868
CHN,MEATCONSUMP,,A,2015,,6690.265,3.329,57268.785,31.752,18263.344,11.424,4629.548,2.896
CHN,MEATCONSUMP,,A,2016,,6833.547,3.383,56103.999,30.947,19105.245,11.89,4812.735,2.995
CHN,MEATCONSUMP,,A,2017,,7150.773,3.523,55877.263,30.671,18997.384,11.765,4923.317,3.049
CHN,MEATCONSUMP,,A,2018,,7377.397,3.617,55372.369,30.253,19992.247,12.323,5030.158,3.101
CHN,MEATCONSUMP,,A,2019,,8369.277,4.086,44791.144,24.367,22845.357,14.022,5270.919,3.235
COL,MEATCONSUMP,,A,1990,,734.93,15.011,133.88,3.047,298.562,7.666,12.195,0.313
COL,MEATCONSUMP,,A,1991,,676.335,13.559,133.804,2.989,388.335,9.787,11.534,0.291
COL,MEATCONSUMP,,A,1992,,587.024,11.556,135.389,2.97,415.971,10.294,12.309,0.305
COL,MEATCONSUMP,,A,1993,,601.218,11.627,135.075,2.911,455.987,11.086,13.126,0.319
COL,MEATCONSUMP,,A,1994,,648.047,12.319,136.162,2.884,511.736,12.229,13.117,0.314
COL,MEATCONSUMP,,A,1995,,702.26,13.129,138.99,2.896,570.02,13.397,13.279,0.312
COL,MEATCONSUMP,,A,1996,,731.707,13.461,132.65,2.719,489.062,11.311,12.051,0.279
COL,MEATCONSUMP,,A,1997,,764.881,13.855,107.671,2.173,459.679,10.467,13.05,0.297
COL,MEATCONSUMP,,A,1998,,765.401,13.656,82.378,1.638,531.117,11.913,12.103,0.272
COL,MEATCONSUMP,,A,1999,,716.842,12.602,113.486,2.223,522.231,11.541,11.779,0.26
COL,MEATCONSUMP,,A,2000,,749.426,12.984,110.329,2.13,537.049,11.697,13.326,0.29
COL,MEATCONSUMP,,A,2001,,694.805,11.866,103.856,1.976,633.9,13.609,12.997,0.279
COL,MEATCONSUMP,,A,2002,,674.655,11.36,113.37,2.127,684.216,14.483,12.187,0.258
COL,MEATCONSUMP,,A,2003,,638.309,10.6,126.65,2.344,709.939,14.821,12.315,0.257
COL,MEATCONSUMP,,A,2004,,704.804,11.548,131.924,2.409,728.855,15.012,12.084,0.249
